# ========
# captured on: Mon Nov 10 22:18:31 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e branch-misses -o rs_64.branch -- ./dress 
# event : name = branch-misses, type = 0, config = 0x5, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 15873, 15874, 15875, 15876, 15877, 15878, 15879, 15880, 15881, 15882, 15883, 15884, 15885, 15886, 15887, 15888, 15889, 15890, 15891, 15892, 15893, 15894, 15895, 15896, 15897, 15898, 15899, 15900, 15901, 15902, 15903, 15904, 15905, 15906, 15907, 15908, 15909, 15910, 15911, 15912, 15913, 15914, 15915, 15916, 15917, 15918, 15919, 15920, 15921, 15922, 15923, 15924, 15925, 15926, 15927, 15928, 15929, 15930, 15931, 15932, 15933, 15934, 15935, 15936 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 1M of event 'branch-misses'
# Event count (approx.): 485584683
#
# Overhead,Command,Shared Object,Symbol
4.14,          dress,libChronoEngine_Parallel.so,[.] overlap(real3, real3, real3, real3)                                                                                                                                                                                                                                                                                                                                                                                                                                       
3.50,          dress,libChronoEngine_Parallel.so,[.] function_Store_AABB_AABB_Intersection(unsigned int const&, real3 const*, unsigned int const&, unsigned int const*, unsigned int const*, unsigned int const*, unsigned int const*, short2 const*, long long*)                                                                                                                                                                                                                                                              
3.48,          dress,libChronoEngine_Parallel.so,[.] function_Count_AABB_AABB_Intersection(unsigned int const&, real3 const*, unsigned int const&, unsigned int const*, unsigned int const*, unsigned int const*, short2 const*, unsigned int*)                                                                                                                                                                                                                                                                                
3.21,          dress,libChronoEngine_Parallel.so,[.] void thrust::detail::advance_iterator<long>::operator()<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t> >(thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t>&) const                                                                                                                                                                       
3.14,          dress,[kernel.kallsyms]          ,[k] 0xffffffff810dc5ad                                                                                                                                                                                                                                                                                                                                                                                                                                                        
3.07,          dress,dress                      ,[.] real3::real3(float, float, float)                                                                                                                                                                                                                                                                                                                                                                                                                                         
2.90,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, long long, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<long long, thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::operator*() const                                                               
1.76,          dress,libChronoEngine_Parallel.so,[.] GetSupportPoint_Cylinder(real3 const&, real3 const&)                                                                                                                                                                                                                                                                                                                                                                                                                      
1.54,          dress,dress                      ,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<float*>, float*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::increment()                                                                                                                                                                                                                                                                           
1.22,          dress,libc-2.12.so               ,[.] _mcount                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1.21,          dress,libc-2.12.so               ,[.] __mcount_internal                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1.05,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::advance_iterator<long> thrust::detail::tuple_impl_specific::tuple_for_each<thrust::tuple<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t>, thrust::detail::tagged_iterator<thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type, thrust::null_type, thrust::null_type, thrust:
1.00,          dress,libc-2.12.so               ,[.] _int_malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.99,          dress,dress                      ,[.] thrust::detail::advance_iterator<long>::advance_iterator(long)                                                                                                                                                                                                                                                                                                                                                                                                            
0.96,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::cons<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t>, thrust::detail::cons<thrust::detail::tagged_iterator<thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type> >::get_head()                                                                                               
